PassengerId,Passenger_group,Passenger_No,HomePlanet,CryoSleep,Cabin,Cabin_Deck,Cabin_Side,Cabin_DS,Destination,Age,Age_Catg,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Total_Expenses,Name,Transported
0119_02,0119,02,Europa,True,A/0/P,A,P,AP,TRAPPIST-1e,13.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,True
0120_01,0120,01,Mars,True,F/25/P,F,P,FP,TRAPPIST-1e,24.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Bees Sacre,True
0122_01,0122,01,Earth,False,G/21/S,G,S,GS,TRAPPIST-1e,29.0,21-40,False,0.0,0.0,0.0,699.0,74.0,773.0,Shelle Hayder,False
0123_01,0123,01,Earth,False,F/27/P,F,P,FP,TRAPPIST-1e,18.0,0-20,False,55.0,597.0,49.0,0.0,1.0,56.0,Iree Fielson,False
0126_01,0126,01,Mars,True,F/27/S,F,S,FS,TRAPPIST-1e,67.0,60+,False,0.0,0.0,0.0,0.0,0.0,0.0,Milly Mish,True
0127_01,0127,01,Mars,False,E/7/S,E,S,ES,TRAPPIST-1e,35.0,21-40,False,701.0,0.0,296.0,0.0,25.0,726.0,Miloss Mesty,False
0128_01,0128,01,Mars,False,D/3/S,D,S,DS,TRAPPIST-1e,61.0,60+,True,2353.0,334.0,9.0,316.0,2.0,2671.0,Grohs Fles,False
0128_02,0128,02,Mars,False,E/8/S,E,S,ES,TRAPPIST-1e,45.0,41-60,False,2103.0,6.0,0.0,0.0,0.0,2103.0,Barave Fles,False
0129_01,0129,01,Earth,True,G/22/S,G,S,GS,PSO J318.5-22,22.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Race Fowles,True
0133_01,0133,01,Mars,True,F/29/S,F,S,FS,TRAPPIST-1e,19.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Flynx Blie,True
0133_02,0133,02,Mars,False,D/5/S,D,S,DS,TRAPPIST-1e,36.0,21-40,False,2738.0,0.0,0.0,0.0,0.0,2738.0,Egrasp Blie,False
0134_01,0134,01,Earth,False,G/17/P,G,P,GP,TRAPPIST-1e,19.0,0-20,False,0.0,14.0,730.0,0.0,0.0,0.0,Camina Harmontry,True
0136_01,0136,01,Earth,False,G/23/S,G,S,GS,PSO J318.5-22,47.0,41-60,False,97.0,418.0,126.0,25.0,55.0,177.0,,False
0138_01,0138,01,Earth,True,G/18/P,G,P,GP,TRAPPIST-1e,13.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Fayene Gambs,True
0138_02,0138,02,Earth,False,E/5/P,E,P,EP,TRAPPIST-1e,34.0,21-40,False,0.0,22.0,0.0,564.0,207.0,771.0,Monah Gambs,False
0139_01,0139,01,Europa,True,C/6/S,C,S,CS,55 Cancri e,35.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Charda Myling,True
0140_01,0140,01,Earth,True,G/19/P,G,P,GP,TRAPPIST-1e,24.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Evaley Mejiaddox,True
0140_02,0140,02,Earth,False,F/29/P,F,P,FP,TRAPPIST-1e,26.0,21-40,False,440.0,0.0,0.0,0.0,462.0,902.0,Verney Whitakers,False
0141_01,0141,01,Mars,False,F/30/P,F,P,FP,TRAPPIST-1e,31.0,21-40,False,0.0,0.0,97.0,0.0,0.0,0.0,Pyrohs Harte,False
0144_01,0144,01,Earth,False,F/31/S,F,S,FS,TRAPPIST-1e,20.0,0-20,False,0.0,420.0,210.0,0.0,0.0,0.0,Guadae Dayers,True
0146_01,0146,01,Earth,False,G/25/S,G,S,GS,TRAPPIST-1e,56.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Verly Wolferguson,False
0147_01,0147,01,Earth,True,G/26/S,G,S,GS,TRAPPIST-1e,50.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Samie Hubbarrison,True
0148_01,0148,01,Mars,False,F/31/P,F,P,FP,TRAPPIST-1e,42.0,41-60,False,1072.0,0.0,10.0,0.0,76.0,1148.0,Corsh Pashe,False
0149_01,0149,01,Earth,True,G/27/S,G,S,GS,55 Cancri e,27.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Billya Hubbarrison,True
0151_01,0151,01,Earth,True,G/20/P,G,P,GP,55 Cancri e,38.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Shanie Simson,False
0152_01,0152,01,Earth,False,F/32/P,F,P,FP,TRAPPIST-1e,41.0,41-60,False,0.0,0.0,0.0,0.0,607.0,607.0,Andan Estron,False
0160_01,0160,01,Earth,False,G/22/P,G,P,GP,TRAPPIST-1e,22.0,21-40,False,4119.0,0.0,0.0,0.0,61.0,4180.0,Gory Atkinney,False
0163_01,0163,01,Europa,True,B/8/P,B,P,BP,TRAPPIST-1e,26.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Kabiton Hetforhaft,True
0163_02,0163,02,Europa,True,B/8/P,B,P,BP,TRAPPIST-1e,17.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Scharab Hetforhaft,True
0164_01,0164,01,Earth,False,G/28/S,G,S,GS,TRAPPIST-1e,57.0,41-60,False,50.0,1688.0,0.0,0.0,135.0,185.0,Fany Hutchinton,True
0164_02,0164,02,Earth,True,G/28/S,G,S,GS,PSO J318.5-22,17.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Ianya Hutchinton,False
0165_01,0165,01,Mars,True,F/37/P,F,P,FP,TRAPPIST-1e,35.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Graven Anche,True
0167_01,0167,01,Mars,True,F/35/S,F,S,FS,TRAPPIST-1e,13.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Miten Floaf,True
0167_02,0167,02,Mars,False,F/35/S,F,S,FS,TRAPPIST-1e,27.0,21-40,False,1365.0,0.0,48.0,22.0,137.0,1524.0,Rios Floaf,False
0169_01,0169,01,Earth,True,G/23/P,G,P,GP,TRAPPIST-1e,31.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Wandy Fisherry,False
0170_01,0170,01,Earth,False,E/10/S,E,S,ES,TRAPPIST-1e,24.0,21-40,False,0.0,0.0,0.0,221.0,567.0,788.0,Mollie Mcmahoney,False
0171_01,0171,01,Earth,True,G/30/S,G,S,GS,PSO J318.5-22,19.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Coracy Gordanieves,True
0172_01,0172,01,Earth,True,G/24/P,G,P,GP,TRAPPIST-1e,32.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Hanna Johnshines,True
0173_01,0173,01,Earth,False,E/11/S,E,S,ES,TRAPPIST-1e,58.0,41-60,False,0.0,985.0,0.0,5.0,0.0,5.0,Hilip Grifford,True
0174_01,0174,01,Earth,False,F/38/P,F,P,FP,55 Cancri e,21.0,21-40,False,287.0,0.0,16.0,115.0,175.0,577.0,Doryn Lambles,False
0177_01,0177,01,Europa,False,B/2/S,B,S,BS,TRAPPIST-1e,38.0,21-40,False,0.0,10346.0,1.0,14970.0,2111.0,17081.0,Toperon Iniouser,False
0178_01,0178,01,Mars,False,D/6/S,D,S,DS,TRAPPIST-1e,38.0,21-40,False,3414.0,0.0,161.0,28.0,119.0,3561.0,Wees Knik,False
0179_01,0179,01,Earth,False,G/26/P,G,P,GP,TRAPPIST-1e,19.0,0-20,False,1.0,219.0,673.0,2.0,11.0,14.0,Elaney Webstephrey,True
0179_02,0179,02,Earth,False,G/26/P,G,P,GP,TRAPPIST-1e,0.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Raque Webstephrey,False
0179_03,0179,03,Earth,False,G/26/P,G,P,GP,TRAPPIST-1e,3.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Sallyl Webstephrey,True
0181_01,0181,01,Earth,False,G/27/P,G,P,GP,TRAPPIST-1e,20.0,0-20,False,0.0,0.0,3.0,299.0,92.0,391.0,Nancis Brighttt,False
0182_01,0182,01,Europa,True,C/3/P,C,P,CP,TRAPPIST-1e,24.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Ksorab Disight,True
